state_name;created_at;grade;id;language;national_avg;question;state_avg;state_id;subject_code;total_student;updated_at
Chhattisgarh;;8;3426;sst;41.68680835;Describes the process of election to the legislative assembly;40.67586013;22;SST726;0;
Chhattisgarh;;8;3463;sst;56.08979533;Explains the functioning of media with appropriate examples from newspapers;54.77467773;22;SST731;0;
Chhattisgarh;;8;3500;sst;38.287391;Differentiates between different kinds of markets;35.16475258;22;SST733;0;
Chhattisgarh;;8;3537;sst;40.68413325;Traces how goods travel through various market places;37.57731025;22;SST734;0;
Chhattisgarh;;8;3574;sst;39.43486333;Describes major crops, types of farming and agricultural practices in her/his own areaistate;35.17155475;22;SST802;0;
Chhattisgarh;;8;3611;sst;28.45707033;Locates distribution of important minerals e.g. coal and mineral oil on the world map;26.13627973;22;SST805;0;
Chhattisgarh;;8;3648;sst;37.39117524;Justifies judicious use of natural resources;36.06372884;22;SST807;0;
Chhattisgarh;;8;3685;sst;35.60179601;Draws interrelationship between types of farming and development in different regions of the world;32.1832268;22;SST809;0;
Chhattisgarh;;8;3722;sst;28.01137019;Distinguishes the modern period from the medieval and the ancient periods through the use of sources;26.07139226;22;SST810;0;
Chhattisgarh;;8;3759;sst;32.97000623;Explains the origin, nature and spread of the revolt of 1857 and the lessons learned from it.;30.17590271;22;SST815;0;
Chhattisgarh;;8;3796;sst;27.40803408;Analyses the decline of pre-existing urban centers and handicraft industries and the development of new urban centers and industries in India during the colonial period;21.6809148;22;SST816;0;
Chhattisgarh;;8;3833;sst;43.86030071;Analyses the issues related to caste, women, widow remarriage, child marriage, social reforms and the laws and policies of colonial administration towards these issues;37.11136045;22;SST818;0;
Chhattisgarh;;8;3870;sst;29.15540248;Applies the knowledge of the Fundamental Rights to find out about their violation. protection and promotion in a given situation;25.40792159;22;SST823;0;
Chhattisgarh;;8;3907;sst;35.89976149;Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act);29.19632718;22;SST827;0;
Chhattisgarh;;8;3944;sst;36.59235573;Identifies the role of Government in providing public facilities such as water, sanitation, road, electricity etc, and recognizes their availability;37.44717493;22;SST831;0;
Chhattisgarh;;8;3981;sst;60.53447082;Draws bar diagram to show population of different countries/India/states;56.7805355;22;SST833;0;
Chhattisgarh;;10;4018;eng;43.18472;Reads, comprehends and responds to complex texts independently.;35.85526;22;E1007;0;
Chhattisgarh;;10;4055;mil;41.25734;पाठ्यवस्तु में शामिल रचनाओं के अतिरिक्‍त अन्य कविता, कहानी,एकांकी को पढ़ते-लिखते और मंचन करते हैं।;40.54542;22;MIL1011;0;
Chhattisgarh;;10;4092;math;39.640007;Generalises properties of numbers and relations among them studied earlier to evolve results, such as, Euclid’s division algorithm, Fundamental Theorem of Arithmetic and applies them to solve problems related to real life contexts.;31.232716;22;M1001;0;
Chhattisgarh;;10;4129;math;32.196224;Develops a relationship between algebraic and graphical methods of finding the zeroes of a polynomial.;28.215336;22;M1002;0;
Chhattisgarh;;10;4166;math;30.136347;Finds solutions of pairs of linear equations in two variables using graphical and different algebraic methods.;23.885456;22;M1003;0;
Chhattisgarh;;10;4203;math;36.399822;Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.;31.564642;22;M1004;0;
Chhattisgarh;;10;4240;math;36.75047;Develops strategies to apply the concept of A.P. to daily life situations. Works out ways to differentiate between congruent and similar figures.;29.281796;22;M1005;0;
Chhattisgarh;;10;4277;math;31.94823;Establishes properties for similarity of two triangles logically using different geometric criteria established earlier such as, Basic Proportionality Theorem, etc.;27.000034;22;M1006;0;
Chhattisgarh;;10;4314;math;28.170973;"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.";24.48246;22;M1007;0;
Chhattisgarh;;10;4351;math;32.813667;Determines all trigonometric ratios with respect to a given acute angle (of a right triangle) and uses them in solving problems in daily life contexts like finding heights of different structures or distance from them.;27.812807;22;M1008;0;
Chhattisgarh;;10;4388;math;36.4026;Derives proofs of theorems related to the tangents of circles.;28.811264;22;M1009;0;
Chhattisgarh;;10;4425;math;20.765802;Examines the steps of geometrical constructions and reason out each step;18.388613;22;M1010;0;
Chhattisgarh;;10;4462;math;35.30695;Finds surface areas and volumes of objects in the surroundings by visualising them as a combination of different solids like cylinder and a cone, cylinder and a hemisphere, combination of different cubes, etc.;31.649462;22;M1011;0;
Chhattisgarh;;10;4499;math;27.297476;Calculates mean, median and mode for different sets of data related with real life contexts.;24.272543;22;M1012;0;
Chhattisgarh;;10;4536;sci;37.17107;Differentiates materials, objects, organisms, phenomena, and processes, based on, properties and characteristics.;33.393623;22;SCI1001;0;
Chhattisgarh;;10;4573;sci;36.145523;Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.;32.304462;22;SCI1002;0;
Chhattisgarh;;10;4610;sci;40.16393;Relates processes and phenomena with causes and effects;35.453636;22;SCI1003;0;
Chhattisgarh;;10;4647;sci;35.628475;Explains processes and phenomena.;31.564707;22;SCI1004;0;
Chhattisgarh;;10;4684;sci;29.918556;Analyses and interprets data, graphs, and figures;28.220354;22;SCI1005;0;
Chhattisgarh;;10;4721;sci;28.238886;Calculates using the data given;25.163364;22;SCI1006;0;
Chhattisgarh;;10;4758;sci;37.598038;Uses scientific conventions to represent units of various quantities, symbols, formulae, and equations.;31.148333;22;SCI1007;0;
Chhattisgarh;;10;4795;sci;32.583794;Applies learning to hypothetical situations;26.952822;22;SCI1008;0;
Chhattisgarh;;10;4832;sci;36.140385;Applies scientific concepts in daily life and solving problems;33.987526;22;SCI1009;0;
Chhattisgarh;;10;4869;sci;28.161814;Derives formulae, equations, and laws;25.268946;22;SCI1010;0;
Chhattisgarh;;10;4906;sst;33.983433;Recognises and retrieves facts, figures, and narrate processes.;30.461258;22;SST1001;0;
Chhattisgarh;;10;4943;sst;36.572113;Classifies and compares events, facts, data, and figures.;29.42715;22;SST1002;0;
Chhattisgarh;;10;4980;sst;35.907436;Explains cause and effect relationship between phenomena, events, and their occurrence.;31.540106;22;SST1003;0;
Chhattisgarh;;10;5017;sst;33.303093;Analyses and evaluates information.;29.694996;22;SST1004;0;
Chhattisgarh;;10;5054;sst;41.890568;Interprets.;37.601032;22;SST1005;0;
Chhattisgarh;;10;5091;sst;27.184587;Draws interlinkages within Social Science.;27.258884;22;SST1006;0;
Chhattisgarh;;10;5128;sst;51.316265;Identifies assumptions, biases, prejudices, or stereotypes about various aspects.;46.342632;22;SST1007;0;
Chhattisgarh;;10;5165;sst;45.048756;Demonstrates inquisitiveness, enquiry.;42.285;22;SST1008;0;
Chhattisgarh;;10;5202;sst;28.27952;Constructs views, arguments, and ideas on the basis of collected or given information.;23.852158;22;SST1009;0;
Chhattisgarh;;10;5239;sst;35.440754;Extrapolates and predicts events and phenomena.;29.311956;22;SST1010;0;
Chhattisgarh;;10;5276;sst;44.899364;Illustrates decision making/problem solving skills.;41.138878;22;SST1011;0;
Chhattisgarh;;10;5313;sst;37.20472;Shows sensitivity and appreciation skills.;33.59775;22;SST1012;0;
Madhya Pradesh;;3;23;language;63.63026186;Reads small texts with comprehension i.e., identifies main ideas, details,sequence and draws conclusions;67.5396471;23;L304;0;
Madhya Pradesh;;3;60;language;58.37958018;Reads printed scripts on the classroom walls: poems, posters, charts etc.;61.84481276;23;L312;0;
Madhya Pradesh;;3;97;math;44.86014936;Reads and writes numbers up to 999 using place value;45.86359198;23;M301;0;
Madhya Pradesh;;3;134;math;69.59105659;Compares numbers up to 999 based on their place values;74.2821731;23;M302;0;
Madhya Pradesh;;3;171;math;53.09433594;Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping;57.11145737;23;M303;0;
Madhya Pradesh;;3;208;math;61.36625068;Constructs and uses the multiplication facts (up till 10) in daily life situations;65.86280679;23;M304;0;
Madhya Pradesh;;3;245;math;52.62719893;Analyses and applies an appropriate number operation in the situation/ context;56.17458811;23;M305;0;
Madhya Pradesh;;3;282;math;47.12859715;Explains the meaning of division facts by equal grouping/sharing and finds it by repeated subtraction;50.27683573;23;M306;0;
Madhya Pradesh;;3;319;math;43.42736751;Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.;41.16611091;23;M309;0;
Madhya Pradesh;;3;356;math;55.87288305;Fills a given region leaving no gaps using a tile of a given shape;60.89547907;23;M311;0;
Madhya Pradesh;;3;393;math;50.42683159;Estimates and measures length and distance using standard units like centimeters or meters & identifies relationships;53.54304235;23;M312;0;
Madhya Pradesh;;3;430;math;71.18972678;Reads the time correctly to the hour using a clock/watch;77.95867086;23;M317;0;
Madhya Pradesh;;3;467;math;56.32346284;Extends patterns in simple shapes and numbers;60.86409269;23;M318;0;
Madhya Pradesh;;3;504;math;52.83858721;Records data using tally marks, represents pictorially and draws;57.47149709;23;M319;0;
Madhya Pradesh;;3;541;evs;61.58180576;Identifies simple features (e.g. movement, at places found/ kept, eating habits, sounds) of animals and birds in the immediate surroundings.;64.45158547;23;EVS302;0;
Madhya Pradesh;;3;578;evs;51.2573532;Identifies relationships with and among family members;53.48863228;23;EVS303;0;
Madhya Pradesh;;3;615;evs;65.20640349;Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods;68.55870208;23;EVS304;0;
Madhya Pradesh;;3;652;evs;52.05501548;Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.;55.01128812;23;EVS305;0;
Madhya Pradesh;;3;689;evs;63.03021748;Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features);68.93826041;23;EVS307;0;
Madhya Pradesh;;3;726;evs;65.92871657;Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally;70.4811797;23;EVS309;0;
Madhya Pradesh;;3;763;evs;67.30950727;Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units;72.01986893;23;EVS310;0;
Madhya Pradesh;;3;800;evs;53.9116383;Records observations, experiences, information on objects/activities/places visited in different ways and predicts patterns etc;59.22126017;23;EVS311;0;
Madhya Pradesh;;3;837;evs;42.74752998;Observes rules in games (local, indoor, outdoor);46.30749091;23;EVS313;0;
Madhya Pradesh;;3;874;evs;62.992927;Voices opinion on good/bad touch , stereotypes for tasks/play/food in family w.r.t gender, misuse/wastage of food and water in family and school.;67.91230092;23;EVS314;0;
Madhya Pradesh;;5;911;language;55.19833154;Reads text with comprehension, locates details and sequence of events;58.77528904;23;L508;0;
Madhya Pradesh;;5;948;math;44.80937633;Applies operations of numbers in daily life situations;47.53095405;23;M401;0;
Madhya Pradesh;;5;985;math;35.91642014;Explores the area and perimeter of simple geometrical shapes (triangle, rectangle, square) in terms of given shape as a unit;39.14630787;23;M412;0;
Madhya Pradesh;;5;1022;math;47.38427343;Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction;52.05784027;23;M418;0;
Madhya Pradesh;;5;1059;math;41.97566973;Represent the collected information in tables and bar graphs and draws inferences from these;47.8181895;23;M421;0;
Madhya Pradesh;;5;1096;math;55.23289532;Reads and writes numbers bigger than 1000 being used in her/his surroundings;58.8270682;23;M501;0;
Madhya Pradesh;;5;1133;math;45.75788074;Estimates sum, difference, product and quotient of numbers and verifies the same using different strategies like using standard algorithms or breaking a number and then using operation;48.82521481;23;M504;0;
Madhya Pradesh;;5;1170;math;54.99199454;Finds the number corresponding to part of a collection;60.40916897;23;M505;0;
Madhya Pradesh;;5;1207;math;38.21900005;Identifies and forms equivalent fractions of a given fraction;42.32911744;23;M506;0;
Madhya Pradesh;;5;1244;math;42.81734551;Converts fractions into decimals and vice versa;48.69830787;23;M508;0;
Madhya Pradesh;;5;1281;math;47.78604298;Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing;57.79059558;23;M509;0;
Madhya Pradesh;;5;1318;math;37.85880312;Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa;40.82854358;23;M512;0;
Madhya Pradesh;;5;1355;math;40.81815671;Estimates the volume of a solid body in known units.;45.48554385;23;M513;0;
Madhya Pradesh;;5;1392;math;43.34404251;Applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals;50.80173678;23;M514;0;
Madhya Pradesh;;5;1429;math;45.86787489;Identifies the pattern in triangular numbers and square number;50.48354866;23;M515;0;
Madhya Pradesh;;5;1466;math;46.13490504;Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it;49.95844263;23;M516;0;
Madhya Pradesh;;5;1503;evs;50.14524069;Identifies relationship with and among family members in extended family;53.09367955;23;EVS403;0;
Madhya Pradesh;;5;1540;evs;49.89861061;Records observations/experiences/information for objects, activities, phenomena, places visited in different ways and predicts patterns and activities/ phenomena;55.81140113;23;EVS410;0;
Madhya Pradesh;;5;1577;evs;44.74807312;Explains the super senses and unusual features (sight, smell, hear, sleep, sound, etc.) of animals and their responses to light, sound, food etc.;50.95279937;23;EVS501;0;
Madhya Pradesh;;5;1614;evs;50.13567716;Describes the interdependence among animals, plants and humans;53.76124309;23;EVS503;0;
Madhya Pradesh;;5;1651;evs;47.79471283;Explains the role and functions of different institutions in daily life (Bank, Panchayat, cooperatives. police station, etc.);52.88200543;23;EVS504;0;
Madhya Pradesh;;5;1688;evs;48.43736914;Establishes linkages among terrain, climate, resources (food, water, shelter, livelihood) and cultural life. (e.g. life in distant/difficult areas like hot/cold deserts);52.60227449;23;EVS505;0;
Madhya Pradesh;;5;1725;evs;47.96151678;Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.;54.43482032;23;EVS506;0;
Madhya Pradesh;;5;1762;evs;47.34214092;Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders;53.38299749;23;EVS507;0;
Madhya Pradesh;;5;1799;evs;47.79993589;Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups;57.0718231;23;EVS508;0;
Madhya Pradesh;;5;1836;evs;55.3338799;Records observations/experiences/information in an organized manner (e.g. in tables/ sketches/ bar graphs/ pie charts) and predicts patterns in activities/ phenomena (e.g. floating, sinking, mixing, evaporation , germination, spoilage) to establish relation between cause and effect.;59.8871649;23;EVS509;0;
Madhya Pradesh;;5;1873;evs;45.21567946;Identifies signs, directions, location of different objects/landmarks of a locality / place visited in maps and predicts directions w.r.t. positions at different places for a location;45.88040354;23;EVS510;0;
Madhya Pradesh;;5;1910;evs;53.66416907;Voices opinions on issues observed/experienced and relates practices/happenings to larger issues of society;58.84657245;23;EVS512;0;
Madhya Pradesh;;5;1947;evs;35.25714569;Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources;40.46613691;23;EVS513;0;
Madhya Pradesh;;8;1984;language;52.97309821;Read textual/non-textual materials with comprehension and identifies the details, characters, main idea and sequence of ideas and events while reading;55.31940825;23;L813;0;
Madhya Pradesh;;8;2021;math;49.36112431;Solves problems involving large numbers by applying appropriate operations;53.90160296;23;M601;0;
Madhya Pradesh;;8;2058;math;47.59097545;Solves problems on daily life situations involving addition and subtraction of fractions / decimals;51.79999277;23;M606;0;
Madhya Pradesh;;8;2095;math;28.73591711;Finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.;33.23879952;23;M620;0;
Madhya Pradesh;;8;2132;math;40.79030337;Arranges given/collected information in the form of table, pictograph and bar graph and interprets them;43.92397621;23;M621;0;
Madhya Pradesh;;8;2169;math;34.17930695;Interprets the division and multiplication of fractions;37.30432437;23;M702;0;
Madhya Pradesh;;8;2206;math;22.99285869;Solves problems related to daily life situations involving rational numbers;26.38517354;23;M705;0;
Madhya Pradesh;;8;2243;math;28.49537318;Uses exponential form of numbers to simplify problems involving multiplication and division of large numbers;33.66882053;23;M706;0;
Madhya Pradesh;;8;2280;math;37.85720974;Adds/subtracts algebraic expressions;43.44944942;23;M707;0;
Madhya Pradesh;;8;2317;math;29.74238625;Solves problems related to conversion of percentage to fraction and decimal and vice versa;38.50759485;23;M710;0;
Madhya Pradesh;;8;2354;math;33.81366236;Finds out approximate area of closed shapes by using unit square grid/graph sheet;35.70925557;23;M717;0;
Madhya Pradesh;;8;2391;math;43.31123397;Finds various representative values for simple data from her/his daily life contexts like mean, median and mode;48.31736818;23;M719;0;
Madhya Pradesh;;8;2428;math;36.72808475;Interprets data using bar graph such as consumption of electricity is more in winters than summer;40.69246291;23;M721;0;
Madhya Pradesh;;8;2465;math;33.51562816;Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns;36.03913007;23;M801;0;
Madhya Pradesh;;8;2502;math;39.69694416;Finds rational numbers between two given rational numbers;48.50924876;23;M802;0;
Madhya Pradesh;;8;2539;math;42.80952108;Proves divisibility rules of 2, 3,4, 5, 6, 9 and 11;47.45912156;23;M803;0;
Madhya Pradesh;;8;2576;math;34.15950514;Finds squares,cubes,square roots and cube roots of numbers using different methods;42.37964714;23;M804;0;
Madhya Pradesh;;8;2613;math;42.22910329;uses various algebric identities in solving problem of daily life.;46.75208693;23;M808;0;
Madhya Pradesh;;8;2650;math;39.31517354;Verifies properties of parallelogram and establishes the relationship between them through reasoning;41.2904506;23;M812;0;
Madhya Pradesh;;8;2687;math;30.49771775;Find surface area and volume of cuboidal and cylindrical object;37.66951223;23;M818;0;
Madhya Pradesh;;8;2724;math;29.72837381;Draws and interprets bar charts and pie charts;33.46183636;23;M819;0;
Madhya Pradesh;;8;2761;sci;38.6624294;Classifies materials and organisms based on properties/characteristics;41.38301637;23;SCI703;0;
Madhya Pradesh;;8;2798;sci;37.07110679;Conducts simple investigation to seek answers to queries;39.18880615;23;SCI704;0;
Madhya Pradesh;;8;2835;sci;44.69084783;Relates processes and phenomenon with causes;45.87603139;23;SCI705;0;
Madhya Pradesh;;8;2872;sci;42.66757359;"Measures and calculates e.g.. temperature; pulse rate; speed of moving objects; time period of a simple pendulum, etc.";46.70830834;23;SCI708;0;
Madhya Pradesh;;8;2909;sci;35.44045265;Plots and interprets graphs;36.35557017;23;SCI710;0;
Madhya Pradesh;;8;2946;sci;26.33601219;Constructs models using materials from surroundings and explains their working;25.99491783;23;SCI711;0;
Madhya Pradesh;;8;2983;sci;46.11448868;Differentiates materials, organism and processes;48.14047596;23;SCI801;0;
Madhya Pradesh;;8;3020;sci;33.95429397;Relates processes and phenomenon with causes;35.97796286;23;SCI804;0;
Madhya Pradesh;;8;3057;sci;35.64002396;Explains processes and phenomenon;35.96125916;23;SCI805;0;
Madhya Pradesh;;8;3094;sci;33.72744696;Measures angles of incidence and reflection, etc.;36.0360041;23;SCI807;0;
Madhya Pradesh;;8;3131;sci;44.6740778;Applies learning of scientific concepts in day-to-day life;49.34219236;23;SCI811;0;
Madhya Pradesh;;8;3168;sci;43.70258064;Makes efforts to protect environment;44.41383951;23;SCI813;0;
Madhya Pradesh;;8;3205;sst;40.0252085;Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map;42.95303132;23;SST605;0;
Madhya Pradesh;;8;3242;sst;26.31341968;Locates important historical sites, places on an outline map of India.;29.01596933;23;SST610;0;
Madhya Pradesh;;8;3279;sst;35.34243324;Describes the functioning of rural and urban local government bodies in sectors like health and education;37.06881113;23;SST625;0;
Madhya Pradesh;;8;3316;sst;46.21675658;Explains preventive actions to be undertaken in the event of disasters;55.85797952;23;SST703;0;
Madhya Pradesh;;8;3353;sst;43.90557534;Describes formation of landforms due to various factors;43.94878343;23;SST704;0;
Madhya Pradesh;;8;3390;sst;39.38328158;Explains the significance of equality in democracy;41.910778;23;SST722;0;
Madhya Pradesh;;8;3427;sst;41.68680835;Describes the process of election to the legislative assembly;48.79295028;23;SST726;0;
Madhya Pradesh;;8;3464;sst;56.08979533;Explains the functioning of media with appropriate examples from newspapers;59.85262644;23;SST731;0;
Madhya Pradesh;;8;3501;sst;38.287391;Differentiates between different kinds of markets;41.99290384;23;SST733;0;
Madhya Pradesh;;8;3538;sst;40.68413325;Traces how goods travel through various market places;45.51836253;23;SST734;0;
Madhya Pradesh;;8;3575;sst;39.43486333;Describes major crops, types of farming and agricultural practices in her/his own areaistate;41.11569313;23;SST802;0;
Madhya Pradesh;;8;3612;sst;28.45707033;Locates distribution of important minerals e.g. coal and mineral oil on the world map;29.03185781;23;SST805;0;
Madhya Pradesh;;8;3649;sst;37.39117524;Justifies judicious use of natural resources;40.65502882;23;SST807;0;
Madhya Pradesh;;8;3686;sst;35.60179601;Draws interrelationship between types of farming and development in different regions of the world;36.44462578;23;SST809;0;
Madhya Pradesh;;8;3723;sst;28.01137019;Distinguishes the modern period from the medieval and the ancient periods through the use of sources;30.83672362;23;SST810;0;
Madhya Pradesh;;8;3760;sst;32.97000623;Explains the origin, nature and spread of the revolt of 1857 and the lessons learned from it.;30.48577317;23;SST815;0;
Madhya Pradesh;;8;3797;sst;27.40803408;Analyses the decline of pre-existing urban centers and handicraft industries and the development of new urban centers and industries in India during the colonial period;26.58646801;23;SST816;0;
Madhya Pradesh;;8;3834;sst;43.86030071;Analyses the issues related to caste, women, widow remarriage, child marriage, social reforms and the laws and policies of colonial administration towards these issues;45.78966934;23;SST818;0;
Madhya Pradesh;;8;3871;sst;29.15540248;Applies the knowledge of the Fundamental Rights to find out about their violation. protection and promotion in a given situation;26.52489502;23;SST823;0;
Madhya Pradesh;;8;3908;sst;35.89976149;Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act);39.08688576;23;SST827;0;
Madhya Pradesh;;8;3945;sst;36.59235573;Identifies the role of Government in providing public facilities such as water, sanitation, road, electricity etc, and recognizes their availability;43.33272342;23;SST831;0;
Madhya Pradesh;;8;3982;sst;60.53447082;Draws bar diagram to show population of different countries/India/states;62.69428479;23;SST833;0;
Madhya Pradesh;;10;4019;eng;43.18472;Reads, comprehends and responds to complex texts independently.;42.333923;23;E1007;0;
Madhya Pradesh;;10;4056;mil;41.25734;पाठ्यवस्तु में शामिल रचनाओं के अतिरिक्‍त अन्य कविता, कहानी,एकांकी को पढ़ते-लिखते और मंचन करते हैं।;43.979053;23;MIL1011;0;
Madhya Pradesh;;10;4093;math;39.640007;Generalises properties of numbers and relations among them studied earlier to evolve results, such as, Euclid’s division algorithm, Fundamental Theorem of Arithmetic and applies them to solve problems related to real life contexts.;40.02753;23;M1001;0;
Madhya Pradesh;;10;4130;math;32.196224;Develops a relationship between algebraic and graphical methods of finding the zeroes of a polynomial.;33.715954;23;M1002;0;
Madhya Pradesh;;10;4167;math;30.136347;Finds solutions of pairs of linear equations in two variables using graphical and different algebraic methods.;33.899986;23;M1003;0;
Madhya Pradesh;;10;4204;math;36.399822;Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.;40.41368;23;M1004;0;
Madhya Pradesh;;10;4241;math;36.75047;Develops strategies to apply the concept of A.P. to daily life situations. Works out ways to differentiate between congruent and similar figures.;37.31095;23;M1005;0;
Madhya Pradesh;;10;4278;math;31.94823;Establishes properties for similarity of two triangles logically using different geometric criteria established earlier such as, Basic Proportionality Theorem, etc.;32.154964;23;M1006;0;
Madhya Pradesh;;10;4315;math;28.170973;"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.";27.76206;23;M1007;0;
Madhya Pradesh;;10;4352;math;32.813667;Determines all trigonometric ratios with respect to a given acute angle (of a right triangle) and uses them in solving problems in daily life contexts like finding heights of different structures or distance from them.;32.408386;23;M1008;0;
Madhya Pradesh;;10;4389;math;36.4026;Derives proofs of theorems related to the tangents of circles.;37.7314;23;M1009;0;
Madhya Pradesh;;10;4426;math;20.765802;Examines the steps of geometrical constructions and reason out each step;22.091925;23;M1010;0;
Madhya Pradesh;;10;4463;math;35.30695;Finds surface areas and volumes of objects in the surroundings by visualising them as a combination of different solids like cylinder and a cone, cylinder and a hemisphere, combination of different cubes, etc.;37.83826;23;M1011;0;
Madhya Pradesh;;10;4500;math;27.297476;Calculates mean, median and mode for different sets of data related with real life contexts.;29.722311;23;M1012;0;
Madhya Pradesh;;10;4537;sci;37.17107;Differentiates materials, objects, organisms, phenomena, and processes, based on, properties and characteristics.;37.64713;23;SCI1001;0;
Madhya Pradesh;;10;4574;sci;36.145523;Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.;39.401558;23;SCI1002;0;
Madhya Pradesh;;10;4611;sci;40.16393;Relates processes and phenomena with causes and effects;39.730812;23;SCI1003;0;
Madhya Pradesh;;10;4648;sci;35.628475;Explains processes and phenomena.;38.301537;23;SCI1004;0;
Madhya Pradesh;;10;4685;sci;29.918556;Analyses and interprets data, graphs, and figures;29.450312;23;SCI1005;0;
Madhya Pradesh;;10;4722;sci;28.238886;Calculates using the data given;26.759726;23;SCI1006;0;
Madhya Pradesh;;10;4759;sci;37.598038;Uses scientific conventions to represent units of various quantities, symbols, formulae, and equations.;33.94711;23;SCI1007;0;
Madhya Pradesh;;10;4796;sci;32.583794;Applies learning to hypothetical situations;33.02368;23;SCI1008;0;
Madhya Pradesh;;10;4833;sci;36.140385;Applies scientific concepts in daily life and solving problems;36.091965;23;SCI1009;0;
Madhya Pradesh;;10;4870;sci;28.161814;Derives formulae, equations, and laws;27.475155;23;SCI1010;0;
Madhya Pradesh;;10;4907;sst;33.983433;Recognises and retrieves facts, figures, and narrate processes.;33.2864;23;SST1001;0;
Madhya Pradesh;;10;4944;sst;36.572113;Classifies and compares events, facts, data, and figures.;34.92947;23;SST1002;0;
Madhya Pradesh;;10;4981;sst;35.907436;Explains cause and effect relationship between phenomena, events, and their occurrence.;39.86196;23;SST1003;0;
Madhya Pradesh;;10;5018;sst;33.303093;Analyses and evaluates information.;34.293278;23;SST1004;0;
Madhya Pradesh;;10;5055;sst;41.890568;Interprets.;43.149338;23;SST1005;0;
Madhya Pradesh;;10;5092;sst;27.184587;Draws interlinkages within Social Science.;26.485775;23;SST1006;0;
Madhya Pradesh;;10;5129;sst;51.316265;Identifies assumptions, biases, prejudices, or stereotypes about various aspects.;49.068512;23;SST1007;0;
Madhya Pradesh;;10;5166;sst;45.048756;Demonstrates inquisitiveness, enquiry.;43.49186;23;SST1008;0;
Madhya Pradesh;;10;5203;sst;28.27952;Constructs views, arguments, and ideas on the basis of collected or given information.;29.329975;23;SST1009;0;
Madhya Pradesh;;10;5240;sst;35.440754;Extrapolates and predicts events and phenomena.;31.274977;23;SST1010;0;
Madhya Pradesh;;10;5277;sst;44.899364;Illustrates decision making/problem solving skills.;42.86669;23;SST1011;0;
Madhya Pradesh;;10;5314;sst;37.20472;Shows sensitivity and appreciation skills.;36.626694;23;SST1012;0;
Gujarat;;3;24;language;63.63026186;Reads small texts with comprehension i.e., identifies main ideas, details,sequence and draws conclusions;67.39576878;24;L304;0;
Gujarat;;3;61;language;58.37958018;Reads printed scripts on the classroom walls: poems, posters, charts etc.;61.79965135;24;L312;0;
Gujarat;;3;98;math;44.86014936;Reads and writes numbers up to 999 using place value;45.83839453;24;M301;0;
Gujarat;;3;135;math;69.59105659;Compares numbers up to 999 based on their place values;72.97387553;24;M302;0;
Gujarat;;3;172;math;53.09433594;Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping;55.05015421;24;M303;0;
Gujarat;;3;209;math;61.36625068;Constructs and uses the multiplication facts (up till 10) in daily life situations;64.74354501;24;M304;0;
Gujarat;;3;246;math;52.62719893;Analyses and applies an appropriate number operation in the situation/ context;51.6494767;24;M305;0;
Gujarat;;3;283;math;47.12859715;Explains the meaning of division facts by equal grouping/sharing and finds it by repeated subtraction;49.76883704;24;M306;0;
